date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:48:46	5198/5198	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:48:44%20GMT	http://www.rodart.it/?option=com_content&task=view&id=24	docs/www.rodart.it/indexffb5.html	(from http://www.rodart.it/recensioni/flavio-de-gregorio.html)
21:48:48	5092/5092	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:48:46%20GMT	http://www.rodart.it/?option=com_content&task=view&id=25	docs/www.rodart.it/indexd1eb.html	(from http://www.rodart.it/recensioni/anna-francesca-biondolillo.html)
21:48:48	66328/66328	---M--	200	added ('OK')	image/jpeg	etag:%2210318-4850154dbe000%22	http://www.rodart.it/images/stories/quadri/34a.jpg	docs/www.rodart.it/images/stories/quadri/34a.jpg	(from http://www.rodart.it/galleria.html)
21:48:49	167361/167361	---M--	200	added ('OK')	image/jpeg	etag:%2228dc1-4850152980a80%22	http://www.rodart.it/images/stories/quadri/32a.jpg	docs/www.rodart.it/images/stories/quadri/32a.jpg	(from http://www.rodart.it/galleria.html)
21:48:49	5216/5216	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:48:48%20GMT	http://www.rodart.it/?option=com_content&task=view&id=26	docs/www.rodart.it/index2e6e.html	(from http://www.rodart.it/recensioni/elena-cicchetti.html)
21:48:49	96796/96796	---M--	200	added ('OK')	image/jpeg	etag:%2217a1c-4850154340740%22	http://www.rodart.it/images/stories/quadri/33a.jpg	docs/www.rodart.it/images/stories/quadri/33a.jpg	(from http://www.rodart.it/galleria.html)
21:48:50	5357/5357	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:48:49%20GMT	http://www.rodart.it/?option=com_content&task=view&id=27	docs/www.rodart.it/index5384.html	(from http://www.rodart.it/recensioni/vittoria-colpi.html)
21:48:50	5486/5486	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:48:49%20GMT	http://www.rodart.it/?option=com_content&task=view&id=28	docs/www.rodart.it/indexc095.html	(from http://www.rodart.it/recensioni/paolo-levi.html)
21:48:50	3403/3403	---M--	200	added ('OK')	image/png	etag:%22d4b-465592c259d80%22	http://www.rodart.it/mambots/content/plugin_jw_sig/shadowAlpha.png	docs/www.rodart.it/mambots/content/plugin_jw_sig/shadowAlpha.png	(from http://www.rodart.it/mambots/content/plugin_jw_sig/sig.css)
21:48:50	4626/4626	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Nov%202021%2020:48:50%20GMT	http://www.rodart.it/?option=com_content&task=view&id=29	docs/www.rodart.it/indexd8bf.html	(from http://www.rodart.it/recensioni/nadine-giove.html)
21:48:51	4364/4364	---M--	200	added ('OK')	image/gif	etag:%22110c-465592c259d80%22	http://www.rodart.it/mambots/content/plugin_jw_sig/shadow.gif	docs/www.rodart.it/mambots/content/plugin_jw_sig/shadow.gif	(from http://www.rodart.it/mambots/content/plugin_jw_sig/sig.css)
21:48:52	2767/2767	---M--	200	added ('OK')	image/gif	etag:%22acf-465592c071900%22	http://www.rodart.it/mambots/content/plugin_jw_sig/loading.gif	docs/www.rodart.it/mambots/content/plugin_jw_sig/loading.gif	(from http://www.rodart.it/mambots/content/plugin_jw_sig/sig.css)
21:48:53	371/371	---M--	200	added ('OK')	image/gif	etag:%22173-465592c259d80%22	http://www.rodart.it/mambots/content/plugin_jw_sig/prevlabel.gif	docs/www.rodart.it/mambots/content/plugin_jw_sig/prevlabel.gif	(from http://www.rodart.it/mambots/content/plugin_jw_sig/sig.css)
21:48:54	354/354	---M--	200	added ('OK')	image/gif	etag:%22162-465592c165b40%22	http://www.rodart.it/mambots/content/plugin_jw_sig/nextlabel.gif	docs/www.rodart.it/mambots/content/plugin_jw_sig/nextlabel.gif	(from http://www.rodart.it/mambots/content/plugin_jw_sig/sig.css)
21:48:55	979/979	---M--	200	added ('OK')	image/gif	etag:%223d3-465592c071900%22	http://www.rodart.it/mambots/content/plugin_jw_sig/closelabel.gif	docs/www.rodart.it/mambots/content/plugin_jw_sig/closelabel.gif	(from http://www.rodart.it/mambots/content/plugin_jw_sig/sig.css)
